,statement,source,link,veracity,freq
1967,"""The first tweet was sent from Austin.""",Steve Adler,/web/20180119171903/http://www.politifact.com/texas/statements/2016/may/20/steve-adler/steve-adler-ridiculously-claims-first-tweet-was-se/,0,4
1972,"""I have had to fill out FEC reports for the past six years now, and they’re much more detailed than a tax return...""",Tom Marino,/web/20180119171906/http://www.politifact.com/pennsylvania/statements/2016/may/20/tom-marino/pa-gop-congressmans-claim-about-donald-trump-and-h/,0,2
1982,"""Closing our state’s wage gap would make a $9 billion difference to Missouri women.""",Chris Koster,/web/20180119171906/http://www.politifact.com/missouri/statements/2016/may/18/chris-koster/koster-might-oversimplify-size-gender-wage-gap-rea/,1,4
1983,"""Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.""",Chris Wallace,/web/20180119171906/http://www.politifact.com/punditfact/statements/2016/may/18/chris-wallace/most-gop-nominees-1970s-have-released-their-tax-re/,1,1
1986,"""Almost 100,000 people left Puerto Rico last year.""",Jack Lew,/web/20180119171909/http://www.politifact.com/global-news/statements/2016/may/17/jack-lew/treasury-secretary-lew-says-about-100000-people-le/,1,2
1987,"""Now in half the homes in California, people speak a language other than English in their own homes.""",Pat Buchanan,/web/20180119171909/http://www.politifact.com/california/statements/2016/may/17/pat-buchanan/pat-buchanans-mostly-false-claim-about-language-ca/,0,1
1990,"""The United States has a low voter turnout rate.""",Mamie Locke,/web/20180119171909/http://www.politifact.com/virginia/statements/2016/may/16/mamie-locke/mamie-locke-says-us-has-low-voter-turnout-rate/,1,1
1995,"""Austin is number one in Texas in startups, venture capital and patents.""",Steve Adler,/web/20180119171909/http://www.politifact.com/texas/statements/2016/may/13/steve-adler/steve-adler-correctly-says-austin-no-1-texas-start/,1,4
2004,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",Duf Sundheim,/web/20180119171911/http://www.politifact.com/california/statements/2016/may/11/duf-sundheim/duf-sundheim-wrongly-says-californias-violent-crim/,0,1
2014,"""There’s no data that says a gun-free zone has saved lives.""",Michael O'Neill,/web/20180119171911/http://www.politifact.com/rhode-island/statements/2016/may/08/michael-oneill/how-many-lives-would-be-saved-gun-free-zone/,1,1
2015,"""We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.""",Sylvester Turner,/web/20180119171911/http://www.politifact.com/texas/statements/2016/may/06/sylvester-turner/sylvester-turner-overstates-number-solo-drivers/,0,4
2016,"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000""",Chris Koster,/web/20180119171914/http://www.politifact.com/missouri/statements/2016/may/06/chris-koster/gubernatorial-candidate-chris-koster-right-about-5/,1,4
2022,"""This is not a joke: the president wants to house illegal aliens on our nation’s military installations.""",John Carter,/web/20180119171914/http://www.politifact.com/texas/statements/2016/may/04/john-carter/john-carter-says-barack-obama-wants-house-illegal-/,1,2
2023,"""Seven hundred thousand. That’s how many California jobs will be lost thanks to the politicians raising the minimum wage….Now Florida is adding one million jobs, not losing them.""",Enterprise Florida,/web/20180119171914/http://www.politifact.com/florida/statements/2016/may/04/enterprise-florida/florida-agencys-misleading-attack-californias-mini/,0,1
2030,"""In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.""",Kirk Cox,/web/20180119171916/http://www.politifact.com/virginia/statements/2016/may/02/kirk-cox/kirk-cox-says-mcauliffe-has-vetoed-more-bills-last/,1,2
2034,"""Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.""",Maggie Hassan,/web/20180119171916/http://www.politifact.com/new-hampshire/statements/2016/apr/29/maggie-hassan/maggie-hassan-says-kelly-ayotte-repeatedly-voted-a/,1,3
2040,"""Pat Toomey advocated for eliminating all corporate taxes.""",Katie McGinty,/web/20180119171916/http://www.politifact.com/pennsylvania/statements/2016/apr/29/katie-mcginty/did-sen-pat-toomey-say-he-wanted-eliminate-all-cor/,1,3
2041,"""80 percent of North Carolinians are for the living wage""",William Barber,/web/20180119171916/http://www.politifact.com/north-carolina/statements/2016/apr/28/william-barber/nc-naacp-president-says-80-percent-think-minimum-w/,1,1
2048,"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.""",Shawn O'Connor,/web/20180119171919/http://www.politifact.com/new-hampshire/statements/2016/apr/26/shawn-oconnor/nh-democrat-says-popular-political-stop-infested-r/,0,1
2049,"""Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born.""",Trent Franks,/web/20180119171919/http://www.politifact.com/arizona/statements/2016/apr/26/trent-franks/arizona-congressman-claims-almost-half-all-african/,0,3
2058,"""In Africa, a child dies every minute because of (malaria).""",Tim Ziemer,/web/20180119171919/http://www.politifact.com/global-news/statements/2016/apr/25/tim-ziemer/malarias-toll-close-one-african-child-killed-every/,1,1
2059,"""As a former federal prosecutor, I prosecuted over 4,000 cases.""",Catherine Hanaway,/web/20180119171919/http://www.politifact.com/missouri/statements/2016/apr/25/catherine-hanaway/federal-prosecutor-catherine-hanaway-and-her-offic/,1,4
2060,"""Before taking executive action on immigration, President Obama stated 22 times that he does not have the authority to change immigration laws on his own.""",Bob Goodlatte,/web/20180119171919/http://www.politifact.com/virginia/statements/2016/apr/25/bob-goodlatte/goodlatte-obama-said-22-times-he-lacks-power-chang/,1,3
2063,"""Texas has 600,000 registered voters who don’t have the kind of photo ID needed to vote.""","Tom ""Smitty"" Smith",/web/20180119171922/http://www.politifact.com/texas/statements/2016/apr/22/tom-smitty-smith/tom-smith-public-citizen-says-600000-texas-registe/,1,1
2064,"""Dolphins are rapists. Look it up.""",Unbreakable Kimmy Schmidt,/web/20180119171922/http://www.politifact.com/punditfact/statements/2016/apr/22/unbreakable-kimmy-schmidt/dolphins-rapists-unbreakable-kimmy-schmidt/,0,1
2065,"""In last week’s debate, Bernie questioned Hillary’s commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.""",Robby Mook,/web/20180119171922/http://www.politifact.com/truth-o-meter/statements/2016/apr/22/robby-mook/hillary-clinton-gets-02-percent-campaign-donations/,1,1
2067,"""Studies have consistently failed to establish the existence of a link between the harshness of a country’s drug laws and its levels of drug use.""",Kofi Annan,/web/20180119171922/http://www.politifact.com/global-news/statements/2016/apr/22/kofi-annan/former-un-secretary-general-says-war-drugs-has-fai/,1,1
2073,"""Steve Santarsiero wrote PA’s Gun Safety Law.""",Steve Santarsiero,/web/20180119171922/http://www.politifact.com/pennsylvania/statements/2016/apr/21/steve-santarsiero/claim-bucks-lawmakers-gun-law-mailer-isnt-exactly-/,0,1
2077,"""As a U.S. senator with salary and perks, ‪#‎Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.""",Dinesh D'Souza,/web/20180119171922/http://www.politifact.com/punditfact/statements/2016/apr/20/dinesh-dsouza/dinesh-dsouza-incorrectly-places-bernie-sanders-to/,0,1
2081,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",Corey Lewandowski,/web/20180119171924/http://www.politifact.com/florida/statements/2016/apr/19/corey-lewandowski/donald-trump-manager-corey-lewandowski-botches-cla/,0,2
2086,"""We’re the worst state in the country at moving people from welfare to work.""",Catherine Hanaway,/web/20180119171924/http://www.politifact.com/missouri/statements/2016/apr/18/catherine-hanaway/hanaway-wrong-about-missouris-rate-moving-people-w/,0,4
2088,"""The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.""",Pat McCrory,/web/20180119171924/http://www.politifact.com/truth-o-meter/statements/2016/apr/17/pat-mccrory/nc-gov-pat-mccrory-defends-hb2-meet-press/,0,3
2097,"""Every bit of plastic that has ever been created still exists.""",Jeff Bridges,/web/20180119171927/http://www.politifact.com/truth-o-meter/statements/2016/apr/14/jeff-bridges/rubbish-experts-degrade-claim-every-bit-plastic-ev/,0,1
2099,"""Senate Bill 1070, simply, just mirrors federal law.""",Jan Brewer,/web/20180119171927/http://www.politifact.com/arizona/statements/2016/apr/13/jan-brewer/former-arizona-gov-jan-brewer-claims-states-immigr/,0,4
2101,"""The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.""",Sylvester Turner,/web/20180119171927/http://www.politifact.com/texas/statements/2016/apr/13/sylvester-turner/worlds-widest-highway-not-where-sylvester-turner-t/,0,4
2114,"""Rhode Island: 3% bigger at low tide.""",Hilary Treadwell,/web/20180119171930/http://www.politifact.com/rhode-island/statements/2016/apr/10/hilary-treadwell/rhode-island-small-not-small/,0,1
2123,"""Last year (the U.S. women’s soccer team) generated $20 million more than the men’s team and were paid almost four times less.""",The Other 98%,/web/20180119171932/http://www.politifact.com/punditfact/statements/2016/apr/06/other-98/facebook-post-exaggerates-discrepancy-between-us-m/,0,3
2125,"""Many just call him 'Lyin' Ted.' ... His TV ad about John Kasich? Lie! Stations had to pull it off the air.""",New Day for America,/web/20180119171932/http://www.politifact.com/truth-o-meter/statements/2016/apr/06/new-day-america/john-kasichs-super-pac-slams-ted-cruz-tv-ad-cruzs-/,0,1
2131,"""Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.""",Marcus Low,/web/20180119171932/http://www.politifact.com/global-news/statements/2016/apr/05/marcus-low/us-dominates-global-tb-research-spending-one-key-w/,1,1
2132,"""Millionaires working side by side with George Soros are bankrolling (John Kasich’s) super PAC.""",Trusted Leadership PAC,/web/20180119171934/http://www.politifact.com/ohio/statements/2016/apr/04/trusted-leadership-pac/no-george-soros-not-bankrolling-john-kasichs-campa/,0,1
2134,"""Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.""",Ron DeSantis,/web/20180119171934/http://www.politifact.com/florida/statements/2016/apr/04/ron-desantis/terrorists-groups-besides-isis-crossing-us-mexico-/,1,1
2145,"""Youth unemployment in minority communities is about 40 to 45 percent.""",Peter Kinder,/web/20180119171934/http://www.politifact.com/missouri/statements/2016/mar/31/peter-kinder/peter-kinder-right-about-high-unemployment-minorit/,1,3
2151,"""The barber regulation here in Missouri is 10,000 words long….the book of Revelation is (also) 10,000 words long.""",Catherine Hanaway,/web/20180119171936/http://www.politifact.com/missouri/statements/2016/mar/30/catherine-hanaway/hanaway-isnt-exaggerating-extreme-length-missouris/,1,4
2156,"""After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.""",Tim Canova,/web/20180119171936/http://www.politifact.com/florida/statements/2016/mar/30/tim-canova/debbie-wasserman-schultz-attacked-bank-donations-a/,1,1
2158,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",Jim Kenney,/web/20180119171936/http://www.politifact.com/pennsylvania/statements/2016/mar/30/jim-kenney/big-soda-and-profits-mayor-kenney-convinced-it-ear/,1,4
2162,"""Austin’s the fastest-growing city in the country the last five years.""",Tim Finchem,/web/20180119171936/http://www.politifact.com/texas/statements/2016/mar/29/tim-finchem/pga-tour-commissioner-says-austin-fastest-growing-/,1,1
2163,"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",Mark Herring,/web/20180119171936/http://www.politifact.com/virginia/statements/2016/mar/29/mark-herring/herring-correct-about-supreme-court-justices-confi/,1,3
2168,"""This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.""",Coalition To Save  Memorial Hospital Birthing Center,/web/20180119171938/http://www.politifact.com/rhode-island/statements/2016/mar/27/coalition-save-memorial-hospital-birthing-center-p/memorial-not-alone-mother-friendly-births/,0,1
2169,"""We have less Americans working now than in the ’70s.""",Vicky Hartzler,/web/20180119171938/http://www.politifact.com/missouri/statements/2016/mar/25/vicky-hartzler/rep-hartzler-ignores-critical-facts-about-workforc/,0,4
2181,"""Over the last 30 years, extreme poverty has been cut in half.""",Gayle Smith,/web/20180119171939/http://www.politifact.com/global-news/statements/2016/mar/23/gayle-smith/did-we-really-reduce-extreme-poverty-half-30-years/,1,1
2183,"""Texas has a higher incarceration rate than Russia or Iran.""",Gina Hinojosa,/web/20180119171939/http://www.politifact.com/texas/statements/2016/mar/23/gina-hinojosa/gina-hinojosa-vowing-reforms-says-texas-has-higher/,1,1
2189,"""More people were killed by terrorists in 2015 than in any other year ever, after an 80 percent increase from 2014.""",Joe Pitts,/web/20180119171939/http://www.politifact.com/pennsylvania/statements/2016/mar/22/joe-pitts/rep-joe-pitts-said-2015-saw-80-increase-people-who/,1,2
2193,"""According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.""",Joe Pitts,/web/20180119171939/http://www.politifact.com/truth-o-meter/statements/2016/mar/21/joe-pitts/rep-joe-pitts-says-120-americans-die-daily-overdos/,1,2
2194,"""North Carolina spends $855 less per student than it did before the Great Recession, and we have one of the lowest per pupil spending levels in the nation.""",Roy Cooper,/web/20180119171939/http://www.politifact.com/north-carolina/statements/2016/mar/21/roy-cooper/cooper-says-north-carolinas-education-spending-stu/,1,2
2201,"""We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.""",Richard  Ferruccio,/web/20180119171941/http://www.politifact.com/rhode-island/statements/2016/mar/20/richard-ferruccio/ri-incarceration-rates-low-prisons-not-overcrowded/,1,2
2202,"""Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.""",Mark Herring,/web/20180119171941/http://www.politifact.com/virginia/statements/2016/mar/20/mark-herring/herring-says-all-supreme-court-nominees-back-1875-/,0,3
2203,"""Given the results of the primary, the vote of one New Hampshire superdelegate is equal to the votes of about 10,000 grassroots activists.""",New Hampshire Republican Party,/web/20180119171941/http://www.politifact.com/new-hampshire/statements/2016/mar/18/new-hampshire-republican-party/nhgop-says-superdelegates-have-power-wipe-out-resu/,1,2
2205,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.""",Brian Sims,/web/20180119171941/http://www.politifact.com/pennsylvania/statements/2016/mar/18/brian-sims/are-right-wing-extremists-running-brian-sims-house/,0,2
2207,"""Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.""",Katie McGinty,/web/20180119171941/http://www.politifact.com/pennsylvania/statements/2016/mar/18/katie-mcginty/child-care-pennsylvania-more-expensive-rent-and-co/,1,3
2210,"""We were able to provide $428 million worth of property tax relief.""",Don Gaetz,/web/20180119171941/http://www.politifact.com/florida/statements/2016/mar/17/don-gaetz/legislature-provided-428-million-worth-property-ta/,1,1
2225,"""One would have to go back more than a century to find a scenario where a president’s nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.""",Jeff Flake,/web/20180119171950/http://www.politifact.com/arizona/statements/2016/mar/14/jeff-flake/arizona-senator-claims-confirming-supreme-court-no/,1,2
2227,"""Seventy percent of Missourians support voter photo ID legislation.""",Caleb Rowden,/web/20180119171950/http://www.politifact.com/missouri/statements/2016/mar/14/caleb-rowden/rowden-mostly-right-about-missouri-residents-supp/,1,2
2239,"""Now we have ISIS coming over the (U.S.-Mexico) border.""",Jeff DeWit,/web/20180119171953/http://www.politifact.com/arizona/statements/2016/mar/10/jeff-dewit/isis-crossing-us-mexico-border/,0,1
2240,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.""",Jim Kenney,/web/20180119171953/http://www.politifact.com/pennsylvania/statements/2016/mar/10/jim-kenney/hunting-park-after-5m-fixes-area-much-safer/,1,4
2247,"""Trump refuses to denounce the KKK.""",Conservative Solutions PAC,/web/20180119171956/http://www.politifact.com/nevada/statements/2016/mar/09/conservative-solutions-pac/super-pac-ad-tying-trump-kkk-misses-mark/,0,1
2261,"""A single mother of two can’t qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.""",Chris Koster,/web/20180119171958/http://www.politifact.com/missouri/statements/2016/mar/06/chris-koster/koster-doesnt-exaggerate-income-threshold-qualify-/,1,4
2262,"""There’s no correlation between primary turnout and wins in the fall in the last 11 elections.""",David Brooks,/web/20180119171958/http://www.politifact.com/punditfact/statements/2016/mar/06/david-brooks/david-brooks-said-primary-turnout-doesnt-predict-g/,1,1
2263,"""Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.""",Ken Paxton,/web/20180119171958/http://www.politifact.com/texas/statements/2016/mar/04/ken-paxton/ken-paxton-micharacterizes-abortion-risk-texas/,0,2
2272,"""Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancy…except for Congressman Heck.""",Nevada State Democratic Party,/web/20180119171958/http://www.politifact.com/nevada/statements/2016/mar/03/nevada-state-democratic-party/is-joe-heck-the-only-senate-candidate/,0,1
2280,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",Stephanie Schriock,/web/20180119172001/http://www.politifact.com/texas/statements/2016/feb/29/stephanie-schriock/emilys-list-leader-correct-texas-home-millions-lat/,1,1
2286,"""When Republican extremists tried to take away abortion rights … Blake Rocap stopped them.""",Blake Rocap,/web/20180119172001/http://www.politifact.com/texas/statements/2016/feb/26/blake-rocap/claim-stopping-republicans-abortion-overlooks-Repu/,0,1
2287,"""There isn’t a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.""",Huey Rey Fischer,/web/20180119172001/http://www.politifact.com/texas/statements/2016/feb/26/huey-rey-fischer/huey-rey-fischer-nails-lack-texas-legislators-unde/,1,1
2288,"""It's been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.""",Cory Gardner,/web/20180119172001/http://www.politifact.com/colorado/statements/2016/feb/26/cory-gardner/cory-gardner-flubs-high-court-history-exam/,0,3
2291,"""Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.""",Sierra Club,/web/20180119172004/http://www.politifact.com/florida/statements/2016/feb/26/sierra-club/tampa-bay-among-top-10-regions-most-threatened-cli/,1,1
2298,"""Malawi has just 300 doctors for 16 million people.""",ActionAid UK,/web/20180119172004/http://www.politifact.com/global-news/statements/2016/feb/25/actionaid-k/advocacy-group-misses-mark-malawi-doctor-tally/,1,1
2303,"""So far in 2015, there have been more mass shootings than days.""",Gavin Newsom,/web/20180119172004/http://www.politifact.com/california/statements/2016/feb/23/gavin-newsom/mass-shooting-claims-newsom-pan-rated-mostly-false/,0,3
2305,"""There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.""",Janet Adkins,/web/20180119172004/http://www.politifact.com/florida/statements/2016/feb/22/janet-adkins/traditional-schools-get-much-more-capital-funding-/,1,2
2306,"""Drug overdoses are now the second-most common cause of death in New Hampshire.""",Maggie Hassan,/web/20180119172004/http://www.politifact.com/new-hampshire/statements/2016/feb/22/maggie-hassan/governor-maggie-hassan-says-drug-overdoses-are-sec/,0,3
2307,"""Mr. Trump is self-financing his campaign, so we don’t have any donors.""",Corey Lewandowski,/web/20180119172004/http://www.politifact.com/virginia/statements/2016/feb/22/corey-lewandowski/trumps-campaign-manager-we-dont-have-any-donors/,0,2
2316,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",Richard Blumenthal,/web/20180119172019/http://www.politifact.com/truth-o-meter/statements/2016/feb/18/richard-blumenthal/sen-richard-blumenthal-correct-longest-supreme-cou/,1,1
2320,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",Stephen Colbert,/web/20180119172019/http://www.politifact.com/punditfact/statements/2016/feb/17/stephen-colbert/colbert-scalia-told-more-jokes-and-got-more-laughs/,1,2
2321,"""We are almost halfway to our goal of 1,000 rapes prosecuted!""",Tim McGinty,/web/20180119172019/http://www.politifact.com/ohio/statements/2016/feb/17/tim-mcginty/cuyahoga-prosecutor-touts-reduction-rape-kits-reel/,1,1
2338,"""In New England, Rhode Island has the second highest number of police officers being assaulted.""",Tony Capezza,/web/20180119172022/http://www.politifact.com/rhode-island/statements/2016/feb/14/tony-capezza/police-union-director-uses-incomplete-data-general/,0,1
2342,"""Kasich’s budget raised taxes by billions, hitting businesses hard and the middle class even harder.""",American Future Fund,/web/20180119172022/http://www.politifact.com/ohio/statements/2016/feb/12/american-future-fund/ad-distorts-john-kasichs-budget-proposa/,0,2
2350,"""Obama spent $7 billion to bring electricity to Africa, failed miserably.""",Daniel Greenfield,/web/20180119172025/http://www.politifact.com/global-news/statements/2016/feb/11/daniel-greenfield/blogger-mangles-info-african-electification-aid-pr/,0,1
2360,"""People think AIDS is done -- it’s not done.""",Bono,/web/20180119172029/http://www.politifact.com/global-news/statements/2016/feb/09/bono/bono-hivaids-and-public-opinion-correcting-record/,1,2
2387,"""I am the only candidate that has endorsed Bernie Sanders for President. In PA, I've got Bernie's back.""",John Fetterman,/web/20180119172032/http://www.politifact.com/pennsylvania/statements/2016/feb/04/john-fetterman/fetterman-says-he-only-senate-candidate-backing-sa/,1,1
2389,"""Nothing was done. I mean, $25 million was spent, but we don’t have that (gun ownership) database.""",Loretta Sanchez,/web/20180119172032/http://www.politifact.com/california/statements/2016/feb/04/loretta-sanchez/sanchez-makes-pants-fire-claim-about-california-gu/,0,2
2395,"""This is the true picture of ‘Milwaukee's Renaissance’ after 12 years of Mayor Tom Barrett's leadership.""",Bob Donovan,/web/20180119172035/http://www.politifact.com/wisconsin/statements/2016/feb/02/bob-donovan/truly-picture-milwaukees-renaissance-under-mayor-t/,0,2
2397,"""More businesses are closing than opening in Virginia today.""",Ed  Gillespie,/web/20180119172035/http://www.politifact.com/virginia/statements/2016/feb/01/ed-gillespie/gillespie-says-more-businesses-are-closing-opening/,0,3
2398,"""Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%.""",Sheila Jackson Lee,/web/20180119172035/http://www.politifact.com/texas/statements/2016/feb/01/sheila-jackson-lee/rep-sheila-jackson-lee-says-maternal-mortality-rat/,0,3
2399,"""A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.""",Thomas Garrett Jr.,/web/20180119172035/http://www.politifact.com/virginia/statements/2016/feb/01/thomas-garrett-jr/tom-garrett-amiss-virginia-state-trooper-pay/,0,2
2402,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",Jack Reed,/web/20180119172035/http://www.politifact.com/rhode-island/statements/2016/jan/31/jack-reed/reed-and-mccain-make-case-save-gen-petraeus-pensio/,1,2
2403,"""Texas is growing twice as fast as the rest of the country.""",Joe Straus,/web/20180119172035/http://www.politifact.com/texas/statements/2016/jan/30/joe-straus/joe-straus-accurately-says-texas-growing-twice-fas/,1,1
2416,"""A lot of student loans are already refinanced by the federal government.""",Dale Kooyenga,/web/20180119172038/http://www.politifact.com/wisconsin/statements/2016/jan/27/dale-kooyenga/gop-wisconsin-lawmaker-says-federal-government-ref/,0,2
2420,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",Virginia Center for Public Safety,/web/20180119172038/http://www.politifact.com/virginia/statements/2016/jan/26/virginia-center-public-safety/gun-control-group-says-more-americans-have-died-fi/,1,1
2421,"""Anyone can die of a toothache.""",John Cortes,/web/20180119172038/http://www.politifact.com/florida/statements/2016/jan/26/john-cortes/ignoring-toothache-really-could-potentially-kill-y/,1,1
2432,"""Donald Trump is appealing as much to Democrats as he is to Republicans.""",Mike  Rogers,/web/20180119172039/http://www.politifact.com/punditfact/statements/2016/jan/21/mike-rogers/mike-rogers-says-trump-appeals-democrats-much-repu/,0,2
2469,"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",Nicholas Mattiello,/web/20180119172043/http://www.politifact.com/rhode-island/statements/2016/jan/10/nicholas-mattiello/ri-among-states-strongest-gun-control-laws/,1,1
2475,"""The 90 percent statistic of supporting background checks, that's been debunked.""",Laura Ingraham,/web/20180119172043/http://www.politifact.com/punditfact/statements/2016/jan/05/laura-ingraham/laura-ingraham-say-claim-90-support-gun-background/,0,1
2479,"""Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent""",My City Bikes,/web/20180119172045/http://www.politifact.com/rhode-island/statements/2016/jan/03/my-city-bikes/advocate-links-ri-obesity-and-bike-ownership/,0,2
2480,"""More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.""",Cecile Richards,/web/20180119172045/http://www.politifact.com/texas/statements/2016/jan/02/cecile-richards/mostly-true-cecile-richards-says-far-more-american/,1,1
2484,"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.""",Patrick Murphy,/web/20180119172045/http://www.politifact.com/florida/statements/2015/dec/29/patrick-murphy/terrorist-watch-list-no-obstacle-buying-guns-rep-m/,1,4
2500,"""Our larger domestic threat is from racial supremacist groups.""",André  Carson,/web/20180119172047/http://www.politifact.com/truth-o-meter/statements/2015/dec/18/andre-carson/rep-carson-miscasts-racial-supremacists-greater-/,0,1
2507,"""Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.""",Mike Thompson,/web/20180119172047/http://www.politifact.com/california/statements/2015/dec/17/mike-thompson/data-backs-claim-watch-list-questions-linger/,1,1
2508,"""Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.""",Uber,/web/20180119172047/http://www.politifact.com/texas/statements/2015/dec/16/uber/uber-says-drunk-driving-crashes-down-austin-advent/,1,1
2518,"""David Simpson actually voted for driver's licenses for illegal immigrants.""",Bryan Hughes,/web/20180119172049/http://www.politifact.com/texas/statements/2015/dec/11/bryan-hughes/bryan-hughes-mostly-wrong-about-david-simpson-voti/,0,1
2519,"""I have always opposed driver's licenses for illegal aliens.""",David Simpson,/web/20180119172049/http://www.politifact.com/texas/statements/2015/dec/11/david-simpson/david-simpson-mostly-right-about-his-staunch-oppos/,1,1
2521,"""Under conservative leadership, Congress has reduced the federal deficit by 60 percent – nearly $800 billion.""",American Action Network,/web/20180119172049/http://www.politifact.com/wisconsin/statements/2015/dec/11/american-action-network/conservatives-slashed-federal-deficit-60-group-say/,0,1
2528,"""If Trump had just put his father’s money in a mutual fund ... he’d have $8 billion.""",Occupy Democrats,/web/20180119172049/http://www.politifact.com/punditfact/statements/2015/dec/09/occupy-democrats/occupy-democrats-say-simple-investment-trumps-fath/,0,3
2529,"""We lock up close to 2.4 million people in this country. We're locking up more people than China and Russia.""",Joe Donald,/web/20180119172051/http://www.politifact.com/wisconsin/statements/2015/dec/09/joe-donald/us-incarcerates-more-people-china-or-russia-state-/,1,1
2535,"""In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.""",Kevin Russell,/web/20180119172051/http://www.politifact.com/texas/statements/2015/dec/07/kevin-russell/kevin-russell-shinyribs-says-singers-not-paid-when/,1,1
2538,"""There is a federal criminal law that says it's a crime to transport dentures across state lines.""",Bob Goodlatte,/web/20180119172051/http://www.politifact.com/virginia/statements/2015/dec/07/bob-goodlatte/goodlattes-says-clim/,1,3
2542,"""Each vegan spares more than 100 animals every year.""",Heather Moore,/web/20180119172051/http://www.politifact.com/rhode-island/statements/2015/dec/06/heather-moore/vegan-leaves-real-meat-claim-untouched/,0,1
2545,"""California has more kids in poverty ... than virtually any other state.""",Common Sense Kids Action,/web/20180119172051/http://www.politifact.com/california/statements/2015/dec/04/common-sense-kids-action/does-california-have-most-children-poverty/,1,1
