,Unnamed: 0,statement,source,link,veracity,freq,length,lemmas,general_pos_tags,specific_pos_tags,sd_tags
1285,5996,"""The higher the education level, the more likely they are to vote Democratic.""",Larry Sabato,/web/20180119173439/http://www.politifact.com/georgia/statements/2012/nov/05/larry-sabato/education-level-tied-voting-tendencies/,1,1,78,high education level likely vote democratic,"[('""', 'PUNCT'), ('The', 'PRON'), ('higher', 'ADJ'), ('the', 'DET'), ('education', 'NOUN'), ('level', 'NOUN'), (',', 'PUNCT'), ('the', 'PRON'), ('more', 'ADV'), ('likely', 'ADJ'), ('they', 'PRON'), ('are', 'AUX'), ('to', 'PART'), ('vote', 'VERB'), ('Democratic', 'ADJ'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('higher', 'JJR'), ('the', 'DT'), ('education', 'NN'), ('level', 'NN'), (',', ','), ('the', 'DT'), ('more', 'RBR'), ('likely', 'JJ'), ('they', 'PRP'), ('are', 'VBP'), ('to', 'TO'), ('vote', 'VB'), ('Democratic', 'JJ'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'advmod'), ('higher', 'amod'), ('the', 'det'), ('education', 'compound'), ('level', 'dep'), (',', 'punct'), ('the', 'advmod'), ('more', 'advmod'), ('likely', 'acomp'), ('they', 'nsubj'), ('are', 'ROOT'), ('to', 'aux'), ('vote', 'xcomp'), ('Democratic', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
1286,6000,"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""",People's Majority,/web/20180119173441/http://www.politifact.com/rhode-island/statements/2012/nov/03/peoples-majority/super-pac-peoples-majority-says-us-sen-sheldon-whi/,0,1,95,sheldon whitehouse secret closed door briefing warning economic crash,"[('""', 'PUNCT'), ('Sheldon', 'PROPN'), ('Whitehouse', 'PROPN'), ('[', 'X'), ('got', 'VERB'), (']', 'PUNCT'), ('a', 'DET'), ('secret', 'ADJ'), ('closed', 'ADJ'), ('-', 'PUNCT'), ('door', 'NOUN'), ('briefing', 'NOUN'), (',', 'PUNCT'), ('warning', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('[', 'X'), ('2008', 'NUM'), ('economic', 'ADJ'), (']', 'PUNCT'), ('crash', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Sheldon', 'NNP'), ('Whitehouse', 'NNP'), ('[', 'XX'), ('got', 'VBD'), (']', '-RRB-'), ('a', 'DT'), ('secret', 'JJ'), ('closed', 'JJ'), ('-', 'HYPH'), ('door', 'NN'), ('briefing', 'NN'), (',', ','), ('warning', 'NN'), ('of', 'IN'), ('the', 'DT'), ('[', 'XX'), ('2008', 'CD'), ('economic', 'JJ'), (']', '-RRB-'), ('crash', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Sheldon', 'compound'), ('Whitehouse', 'nsubj'), ('[', 'punct'), ('got', 'ROOT'), (']', 'punct'), ('a', 'det'), ('secret', 'amod'), ('closed', 'amod'), ('-', 'punct'), ('door', 'compound'), ('briefing', 'dobj'), (',', 'punct'), ('warning', 'advcl'), ('of', 'prep'), ('the', 'det'), ('[', 'nmod'), ('2008', 'nummod'), ('economic', 'amod'), (']', 'punct'), ('crash', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1287,6027,"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.""",Tom  Kean Jr.,/web/20180119173445/http://www.politifact.com/new-jersey/statements/2012/oct/28/tom-kean-jr/tom-kean-claims-new-jersey-was-only-state-nation-r/,0,2,123,new jersey state union spend high education beginning decade,"[('""', 'PUNCT'), ('New', 'PROPN'), ('Jersey', 'PROPN'), ('is', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('state', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('union', 'NOUN'), ('that', 'PRON'), ('spent', 'VERB'), ('less', 'ADJ'), ('on', 'ADP'), ('higher', 'ADJ'), ('education', 'NOUN'), ('than', 'SCONJ'), ('it', 'PRON'), ('did', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('beginning', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('decade', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('New', 'NNP'), ('Jersey', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('only', 'JJ'), ('state', 'NN'), ('in', 'IN'), ('the', 'DT'), ('union', 'NN'), ('that', 'WDT'), ('spent', 'VBD'), ('less', 'JJR'), ('on', 'IN'), ('higher', 'JJR'), ('education', 'NN'), ('than', 'IN'), ('it', 'PRP'), ('did', 'VBD'), ('at', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('of', 'IN'), ('the', 'DT'), ('decade', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('New', 'compound'), ('Jersey', 'nsubj'), ('is', 'ROOT'), ('the', 'det'), ('only', 'amod'), ('state', 'attr'), ('in', 'prep'), ('the', 'det'), ('union', 'pobj'), ('that', 'nsubj'), ('spent', 'relcl'), ('less', 'dobj'), ('on', 'prep'), ('higher', 'amod'), ('education', 'pobj'), ('than', 'mark'), ('it', 'nsubj'), ('did', 'advcl'), ('at', 'prep'), ('the', 'det'), ('beginning', 'pobj'), ('of', 'prep'), ('the', 'det'), ('decade', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1288,6040,"""If Buehler were elected, our vote-by-mail system would be at risk.""",Bill Bradbury,/web/20180119173445/http://www.politifact.com/oregon/statements/2012/oct/26/bill-bradbury/would-knute-buehler-shelve-oregons-vote-mail/,0,1,68,buehler elect vote mail system risk,"[('""', 'PUNCT'), ('If', 'SCONJ'), ('Buehler', 'PROPN'), ('were', 'AUX'), ('elected', 'VERB'), (',', 'PUNCT'), ('our', 'PRON'), ('vote', 'NOUN'), ('-', 'PUNCT'), ('by', 'ADP'), ('-', 'PUNCT'), ('mail', 'NOUN'), ('system', 'NOUN'), ('would', 'AUX'), ('be', 'AUX'), ('at', 'ADP'), ('risk', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('If', 'IN'), ('Buehler', 'NNP'), ('were', 'VBD'), ('elected', 'VBN'), (',', ','), ('our', 'PRP$'), ('vote', 'NN'), ('-', 'HYPH'), ('by', 'IN'), ('-', 'HYPH'), ('mail', 'NN'), ('system', 'NN'), ('would', 'MD'), ('be', 'VB'), ('at', 'IN'), ('risk', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('If', 'mark'), ('Buehler', 'nsubjpass'), ('were', 'auxpass'), ('elected', 'advcl'), (',', 'punct'), ('our', 'poss'), ('vote', 'nmod'), ('-', 'punct'), ('by', 'prep'), ('-', 'punct'), ('mail', 'pobj'), ('system', 'nsubj'), ('would', 'aux'), ('be', 'ROOT'), ('at', 'prep'), ('risk', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1289,6044,"""There’s 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They don’t have to wait until they’re 65.""",Jesse Ventura,/web/20180119173447/http://www.politifact.com/new-jersey/statements/2012/oct/25/jesse-ventura/jesse-ventura-says-convicted-congressmen-senators-/,1,2,163,congressman senator convict felony retirement jail wait,"[('""', 'PUNCT'), ('There', 'PRON'), ('’s', 'NOUN'), ('21', 'NUM'), ('congressmen', 'NOUN'), ('and', 'CCONJ'), ('senators', 'NOUN'), ('that', 'PRON'), ('have', 'AUX'), ('been', 'AUX'), ('convicted', 'VERB'), ('of', 'ADP'), ('felonies', 'NOUN'), ('that', 'PRON'), ('still', 'ADV'), ('get', 'VERB'), ('their', 'PRON'), ('retirement', 'NOUN'), (',', 'PUNCT'), ('even', 'ADV'), ('in', 'ADP'), ('jail', 'NOUN'), ('.', 'PUNCT'), ('They', 'PRON'), ('do', 'AUX'), ('n’t', 'PART'), ('have', 'VERB'), ('to', 'PART'), ('wait', 'VERB'), ('until', 'SCONJ'), ('they', 'PRON'), ('’re', 'VERB'), ('65', 'NUM'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('There', 'EX'), ('’s', 'NNS'), ('21', 'CD'), ('congressmen', 'NNS'), ('and', 'CC'), ('senators', 'NNS'), ('that', 'WDT'), ('have', 'VBP'), ('been', 'VBN'), ('convicted', 'VBN'), ('of', 'IN'), ('felonies', 'NNS'), ('that', 'WDT'), ('still', 'RB'), ('get', 'VBP'), ('their', 'PRP$'), ('retirement', 'NN'), (',', ','), ('even', 'RB'), ('in', 'IN'), ('jail', 'NN'), ('.', '.'), ('They', 'PRP'), ('do', 'VBP'), ('n’t', 'RB'), ('have', 'VB'), ('to', 'TO'), ('wait', 'VB'), ('until', 'IN'), ('they', 'PRP'), ('’re', 'VBP'), ('65', 'CD'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('There', 'expl'), ('’s', 'ROOT'), ('21', 'nummod'), ('congressmen', 'attr'), ('and', 'cc'), ('senators', 'conj'), ('that', 'nsubjpass'), ('have', 'aux'), ('been', 'auxpass'), ('convicted', 'relcl'), ('of', 'prep'), ('felonies', 'pobj'), ('that', 'nsubj'), ('still', 'advmod'), ('get', 'relcl'), ('their', 'poss'), ('retirement', 'dobj'), (',', 'punct'), ('even', 'advmod'), ('in', 'prep'), ('jail', 'pobj'), ('.', 'punct'), ('They', 'nsubj'), ('do', 'aux'), ('n’t', 'neg'), ('have', 'ROOT'), ('to', 'aux'), ('wait', 'xcomp'), ('until', 'mark'), ('they', 'nsubj'), ('’re', 'advcl'), ('65', 'attr'), ('.', 'punct'), ('""', 'punct')]"
1290,6046,"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",Diane Hurley,/web/20180119173447/http://www.politifact.com/rhode-island/statements/2012/oct/25/diane-hurley/ceo-newport-grand-slot-parlor-says-connecticut-get/,1,1,108,connecticut slot machine cent dollar state table game zero,"[('""', 'PUNCT'), ('Connecticut', 'PROPN'), (""'s"", 'PART'), ('take', 'NOUN'), ('on', 'ADP'), ('slot', 'NOUN'), ('machines', 'NOUN'), ('is', 'AUX'), ('25', 'NUM'), ('cents', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('dollar', 'NOUN'), ('.', 'PUNCT'), ('And', 'CCONJ'), ('the', 'DET'), ('state', 'NOUN'), (""'s"", 'PART'), ('take', 'NOUN'), ('on', 'ADP'), ('table', 'NOUN'), ('games', 'NOUN'), (':', 'PUNCT'), ('\xa0 ', 'SPACE'), ('zero', 'NUM'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Connecticut', 'NNP'), (""'s"", 'POS'), ('take', 'NN'), ('on', 'IN'), ('slot', 'NN'), ('machines', 'NNS'), ('is', 'VBZ'), ('25', 'CD'), ('cents', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('dollar', 'NN'), ('.', '.'), ('And', 'CC'), ('the', 'DT'), ('state', 'NN'), (""'s"", 'POS'), ('take', 'NN'), ('on', 'RP'), ('table', 'NN'), ('games', 'NNS'), (':', ':'), ('\xa0 ', '_SP'), ('zero', 'CD'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Connecticut', 'poss'), (""'s"", 'case'), ('take', 'nsubj'), ('on', 'prt'), ('slot', 'compound'), ('machines', 'pobj'), ('is', 'ROOT'), ('25', 'nummod'), ('cents', 'attr'), ('on', 'prep'), ('the', 'det'), ('dollar', 'pobj'), ('.', 'punct'), ('And', 'cc'), ('the', 'det'), ('state', 'poss'), (""'s"", 'case'), ('take', 'ROOT'), ('on', 'prt'), ('table', 'compound'), ('games', 'dobj'), (':', 'punct'), ('\xa0 ', 'dep'), ('zero', 'nummod'), ('.', 'punct'), ('""', 'punct')]"
1291,6065,"""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""",Paul Hirschbiel,/web/20180119173450/http://www.politifact.com/virginia/statements/2012/oct/22/paul-hirschbiel/paul-hirschbiel-says-newspapers-called-scott-rigel/,0,1,66,virginia paper scott rigell campaign false,"[('""', 'PUNCT'), ('Virginia', 'PROPN'), ('papers', 'NOUN'), ('called', 'VERB'), ('(', 'PUNCT'), ('Scott', 'PROPN'), (')', 'PUNCT'), ('Rigell', 'PROPN'), ('’s', 'PART'), ('campaign', 'NOUN'), ('‘', 'PUNCT'), ('Mostly', 'ADV'), ('False', 'ADJ'), ('.', 'PUNCT'), ('’', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Virginia', 'NNP'), ('papers', 'NNS'), ('called', 'VBN'), ('(', '-LRB-'), ('Scott', 'NNP'), (')', '-RRB-'), ('Rigell', 'NNP'), ('’s', 'POS'), ('campaign', 'NN'), ('‘', '``'), ('Mostly', 'RB'), ('False', 'JJ'), ('.', '.'), ('’', ""''""), ('""', ""''"")]","[('""', 'punct'), ('Virginia', 'compound'), ('papers', 'ROOT'), ('called', 'acl'), ('(', 'punct'), ('Scott', 'nmod'), (')', 'punct'), ('Rigell', 'poss'), ('’s', 'punct'), ('campaign', 'oprd'), ('‘', 'punct'), ('Mostly', 'advmod'), ('False', 'oprd'), ('.', 'punct'), ('’', 'punct'), ('""', 'punct')]"
1292,6070,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",Betty Sutton,/web/20180119173450/http://www.politifact.com/ohio/statements/2012/oct/22/betty-sutton/betty-sutton-says-jim-renacci-tried-avoid-paying-t/,1,4,77,jim renacci try avoid pay taxis nearly million,"[('""', 'PUNCT'), ('Jim', 'PROPN'), ('Renacci', 'PROPN'), ('tried', 'VERB'), ('to', 'PART'), ('avoid', 'VERB'), ('paying', 'VERB'), ('taxes', 'NOUN'), ('on', 'ADP'), ('nearly', 'ADV'), ('$', 'SYM'), ('14', 'NUM'), ('million', 'NUM'), ('that', 'PRON'), ('he', 'PRON'), ('made', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Jim', 'NNP'), ('Renacci', 'NNP'), ('tried', 'VBD'), ('to', 'TO'), ('avoid', 'VB'), ('paying', 'VBG'), ('taxes', 'NNS'), ('on', 'IN'), ('nearly', 'RB'), ('$', '$'), ('14', 'CD'), ('million', 'CD'), ('that', 'WDT'), ('he', 'PRP'), ('made', 'VBD'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Jim', 'compound'), ('Renacci', 'nsubj'), ('tried', 'ROOT'), ('to', 'aux'), ('avoid', 'xcomp'), ('paying', 'xcomp'), ('taxes', 'dobj'), ('on', 'prep'), ('nearly', 'advmod'), ('$', 'quantmod'), ('14', 'compound'), ('million', 'pobj'), ('that', 'dobj'), ('he', 'nsubj'), ('made', 'relcl'), ('.', 'punct'), ('""', 'punct')]"
1293,6112,""" … if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!""",Senior Citizens League,/web/20180119173516/http://www.politifact.com/georgia/statements/2012/oct/15/senior-citizens-league/group-claims-mexicans-not-americans-protected-soci/,0,1,216,agreement effect million mexican citizen eligible social security benefit far strong claim benefit protection cut citizen,"[('""', 'PUNCT'), ('…', 'PUNCT'), ('if', 'SCONJ'), ('the', 'DET'), ('Agreement', 'PROPN'), ('goes', 'VERB'), ('into', 'ADP'), ('effect', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('millions', 'NOUN'), ('of', 'ADP'), ('Mexican', 'ADJ'), ('citizens', 'NOUN'), ('who', 'PRON'), ('will', 'AUX'), ('become', 'VERB'), ('eligible', 'ADJ'), ('for', 'SCONJ'), ('Social', 'PROPN'), ('Security', 'PROPN'), ('benefits', 'NOUN'), ('may', 'AUX'), ('have', 'VERB'), ('a', 'DET'), ('far', 'ADV'), ('stronger', 'ADJ'), ('claim', 'NOUN'), ('to', 'ADP'), ('benefits', 'NOUN'), ('and', 'CCONJ'), ('protection', 'NOUN'), ('against', 'ADP'), ('cuts', 'NOUN'), ('than', 'ADP'), ('U.S.', 'PROPN'), ('citizens', 'NOUN'), ('!', 'PUNCT'), ('""', 'PUNCT')]","[('""', ""''""), ('…', 'NFP'), ('if', 'IN'), ('the', 'DT'), ('Agreement', 'NNP'), ('goes', 'VBZ'), ('into', 'IN'), ('effect', 'NN'), (',', ','), ('the', 'DT'), ('millions', 'NNS'), ('of', 'IN'), ('Mexican', 'JJ'), ('citizens', 'NNS'), ('who', 'WP'), ('will', 'MD'), ('become', 'VB'), ('eligible', 'JJ'), ('for', 'IN'), ('Social', 'NNP'), ('Security', 'NNP'), ('benefits', 'NNS'), ('may', 'MD'), ('have', 'VB'), ('a', 'DT'), ('far', 'RB'), ('stronger', 'JJR'), ('claim', 'NN'), ('to', 'IN'), ('benefits', 'NNS'), ('and', 'CC'), ('protection', 'NN'), ('against', 'IN'), ('cuts', 'NNS'), ('than', 'IN'), ('U.S.', 'NNP'), ('citizens', 'NNS'), ('!', '.'), ('""', ""''"")]","[('""', 'punct'), ('…', 'punct'), ('if', 'mark'), ('the', 'det'), ('Agreement', 'nsubj'), ('goes', 'advcl'), ('into', 'prep'), ('effect', 'pobj'), (',', 'punct'), ('the', 'det'), ('millions', 'nsubj'), ('of', 'prep'), ('Mexican', 'amod'), ('citizens', 'pobj'), ('who', 'nsubj'), ('will', 'aux'), ('become', 'relcl'), ('eligible', 'acomp'), ('for', 'mark'), ('Social', 'compound'), ('Security', 'compound'), ('benefits', 'nsubj'), ('may', 'aux'), ('have', 'ROOT'), ('a', 'det'), ('far', 'advmod'), ('stronger', 'amod'), ('claim', 'dobj'), ('to', 'prep'), ('benefits', 'pobj'), ('and', 'cc'), ('protection', 'conj'), ('against', 'prep'), ('cuts', 'pobj'), ('than', 'prep'), ('U.S.', 'compound'), ('citizens', 'pobj'), ('!', 'punct'), ('""', 'punct')]"
1294,6119,"""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""",John G. Morgan,/web/20180119173516/http://www.politifact.com/tennessee/statements/2012/oct/13/john-g-morgan/official-says-students-not-state-paying-most-colle/,1,1,145,tennessee student cover percent cost education public university percent community college,"[('""', 'PUNCT'), ('Tennessee', 'PROPN'), ('students', 'NOUN'), ('now', 'ADV'), ('cover', 'VERB'), ('about', 'ADV'), ('67', 'NUM'), ('percent', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('cost', 'NOUN'), ('of', 'ADP'), ('their', 'PRON'), ('education', 'NOUN'), ('at', 'ADP'), ('public', 'ADJ'), ('universities', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('some', 'DET'), ('60', 'NUM'), ('percent', 'NOUN'), ('at', 'ADP'), ('community', 'NOUN'), ('colleges', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Tennessee', 'NNP'), ('students', 'NNS'), ('now', 'RB'), ('cover', 'VBP'), ('about', 'RB'), ('67', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('the', 'DT'), ('cost', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('education', 'NN'), ('at', 'IN'), ('public', 'JJ'), ('universities', 'NNS'), (',', ','), ('and', 'CC'), ('some', 'DT'), ('60', 'CD'), ('percent', 'NN'), ('at', 'IN'), ('community', 'NN'), ('colleges', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Tennessee', 'compound'), ('students', 'nsubj'), ('now', 'advmod'), ('cover', 'ROOT'), ('about', 'advmod'), ('67', 'nummod'), ('percent', 'dobj'), ('of', 'prep'), ('the', 'det'), ('cost', 'pobj'), ('of', 'prep'), ('their', 'poss'), ('education', 'pobj'), ('at', 'prep'), ('public', 'amod'), ('universities', 'pobj'), (',', 'punct'), ('and', 'cc'), ('some', 'quantmod'), ('60', 'nummod'), ('percent', 'conj'), ('at', 'prep'), ('community', 'compound'), ('colleges', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1295,6129,"""When Congress voted to condemn Iran for sentencing a Christian pastor to death, (U.S. Rep. Lois) Capps was the only member who voted no.""",Emergency Committee for Israel,/web/20180119173519/http://www.politifact.com/truth-o-meter/statements/2012/oct/11/emergency-committee-israel/pro-israel-group-attacks-rep-lois-capps-casting-on/,0,2,138,congress vote condemn iran sentence christian pastor death lois capps member vote,"[('""', 'PUNCT'), ('When', 'SCONJ'), ('Congress', 'PROPN'), ('voted', 'VERB'), ('to', 'PART'), ('condemn', 'VERB'), ('Iran', 'PROPN'), ('for', 'ADP'), ('sentencing', 'VERB'), ('a', 'DET'), ('Christian', 'ADJ'), ('pastor', 'NOUN'), ('to', 'ADP'), ('death', 'NOUN'), (',', 'PUNCT'), ('(', 'PUNCT'), ('U.S.', 'PROPN'), ('Rep.', 'PROPN'), ('Lois', 'PROPN'), (')', 'PUNCT'), ('Capps', 'PROPN'), ('was', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('member', 'NOUN'), ('who', 'PRON'), ('voted', 'VERB'), ('no', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('When', 'WRB'), ('Congress', 'NNP'), ('voted', 'VBD'), ('to', 'TO'), ('condemn', 'VB'), ('Iran', 'NNP'), ('for', 'IN'), ('sentencing', 'VBG'), ('a', 'DT'), ('Christian', 'JJ'), ('pastor', 'NN'), ('to', 'IN'), ('death', 'NN'), (',', ','), ('(', '-LRB-'), ('U.S.', 'NNP'), ('Rep.', 'NNP'), ('Lois', 'NNP'), (')', '-RRB-'), ('Capps', 'NNP'), ('was', 'VBD'), ('the', 'DT'), ('only', 'JJ'), ('member', 'NN'), ('who', 'WP'), ('voted', 'VBD'), ('no', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('When', 'advmod'), ('Congress', 'nsubj'), ('voted', 'advcl'), ('to', 'aux'), ('condemn', 'xcomp'), ('Iran', 'dobj'), ('for', 'prep'), ('sentencing', 'pcomp'), ('a', 'det'), ('Christian', 'amod'), ('pastor', 'dobj'), ('to', 'prep'), ('death', 'pobj'), (',', 'punct'), ('(', 'punct'), ('U.S.', 'compound'), ('Rep.', 'compound'), ('Lois', 'nmod'), (')', 'punct'), ('Capps', 'nsubj'), ('was', 'ROOT'), ('the', 'det'), ('only', 'amod'), ('member', 'attr'), ('who', 'nsubj'), ('voted', 'relcl'), ('no', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
1296,6134,"""Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.""",Future PAC (Oregon House Democrats),/web/20180119173521/http://www.politifact.com/oregon/statements/2012/oct/11/future-pac-oregon-house-democrats/did-steve-newgard-owe-13000-back-taxes-1-million-p/,0,1,96,newgard owe unpaid taxis million milwaukie apartment complex,"[('""', 'PUNCT'), ('Newgard', 'PROPN'), ('owed', 'VERB'), ('more', 'ADJ'), ('than', 'ADP'), ('$', 'SYM'), ('13,000', 'NUM'), ('for', 'ADP'), ('unpaid', 'ADJ'), ('taxes', 'NOUN'), ('on', 'ADP'), ('his', 'PRON'), ('$', 'SYM'), ('1', 'NUM'), ('million', 'NUM'), ('Milwaukie', 'PROPN'), ('apartment', 'NOUN'), ('complex', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Newgard', 'NNP'), ('owed', 'VBD'), ('more', 'JJR'), ('than', 'IN'), ('$', '$'), ('13,000', 'CD'), ('for', 'IN'), ('unpaid', 'JJ'), ('taxes', 'NNS'), ('on', 'IN'), ('his', 'PRP$'), ('$', '$'), ('1', 'CD'), ('million', 'CD'), ('Milwaukie', 'NNP'), ('apartment', 'NN'), ('complex', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Newgard', 'nsubj'), ('owed', 'ROOT'), ('more', 'amod'), ('than', 'quantmod'), ('$', 'quantmod'), ('13,000', 'dobj'), ('for', 'prep'), ('unpaid', 'amod'), ('taxes', 'pobj'), ('on', 'prep'), ('his', 'poss'), ('$', 'quantmod'), ('1', 'compound'), ('million', 'nummod'), ('Milwaukie', 'compound'), ('apartment', 'compound'), ('complex', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1297,6137,"""We confer more PhDs each year than any other university in America except Berkeley.""",Bill Powers,/web/20180119173521/http://www.politifact.com/texas/statements/2012/oct/10/bill-powers/bill-powers-says-each-year-university-texas-falls-/,0,1,85,confer phds year university america berkeley,"[('""', 'PUNCT'), ('We', 'PRON'), ('confer', 'VERB'), ('more', 'ADV'), ('PhDs', 'ADV'), ('each', 'DET'), ('year', 'NOUN'), ('than', 'ADP'), ('any', 'DET'), ('other', 'ADJ'), ('university', 'NOUN'), ('in', 'ADP'), ('America', 'PROPN'), ('except', 'SCONJ'), ('Berkeley', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('We', 'PRP'), ('confer', 'VBP'), ('more', 'RBR'), ('PhDs', 'RB'), ('each', 'DT'), ('year', 'NN'), ('than', 'IN'), ('any', 'DT'), ('other', 'JJ'), ('university', 'NN'), ('in', 'IN'), ('America', 'NNP'), ('except', 'IN'), ('Berkeley', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('We', 'nsubj'), ('confer', 'ROOT'), ('more', 'advmod'), ('PhDs', 'advmod'), ('each', 'det'), ('year', 'npadvmod'), ('than', 'prep'), ('any', 'det'), ('other', 'amod'), ('university', 'pobj'), ('in', 'prep'), ('America', 'pobj'), ('except', 'prep'), ('Berkeley', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
1298,6145,"""This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.""",American Crossroads,/web/20180119173521/http://www.politifact.com/truth-o-meter/statements/2012/oct/09/american-crossroads/ad-says-barack-obama-promised-jobless-rate-would-b/,0,2,101,president obama jobless rate pass stimulus percent,"[('""', 'PUNCT'), ('This', 'PRON'), ('is', 'AUX'), ('what', 'PRON'), ('President', 'PROPN'), ('Obama', 'PROPN'), ('said', 'VERB'), ('the', 'DET'), ('jobless', 'ADJ'), ('rate', 'NOUN'), ('would', 'AUX'), ('be', 'AUX'), ('if', 'SCONJ'), ('we', 'PRON'), ('passed', 'VERB'), ('the', 'DET'), ('stimulus', 'NOUN'), (':', 'PUNCT'), ('5.6', 'NUM'), ('percent', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('This', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('President', 'NNP'), ('Obama', 'NNP'), ('said', 'VBD'), ('the', 'DT'), ('jobless', 'JJ'), ('rate', 'NN'), ('would', 'MD'), ('be', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('passed', 'VBD'), ('the', 'DT'), ('stimulus', 'NN'), (':', ':'), ('5.6', 'CD'), ('percent', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('This', 'nsubj'), ('is', 'ROOT'), ('what', 'dobj'), ('President', 'compound'), ('Obama', 'nsubj'), ('said', 'ccomp'), ('the', 'det'), ('jobless', 'amod'), ('rate', 'nsubj'), ('would', 'aux'), ('be', 'ccomp'), ('if', 'mark'), ('we', 'nsubj'), ('passed', 'advcl'), ('the', 'det'), ('stimulus', 'dobj'), (':', 'punct'), ('5.6', 'nummod'), ('percent', 'appos'), ('.', 'punct'), ('""', 'punct')]"
